Sample.Name,Wavelength,Genotype,Mean
971316,X1451.383716,X97,0.027075930725597965
971316,X1454.257742,X97,0.02673082917366945
971316,X1457.143173,X97,0.0270594142647061
971316,X1460.040077,X97,0.027448079040077695
971316,X1462.948523,X97,0.027565039509265376
971316,X1465.868579,X97,0.027431151191553593
971316,X1468.800315,X97,0.027299646327300055
971316,X1471.743802,X97,0.02747579437082523
971316,X1474.69911,X97,0.027953963124865217
971316,X1477.66631,X97,0.02834124374111151
971316,X1480.645475,X97,0.028003712758564794
971316,X1483.636678,X97,0.02642994991273419
971316,X1486.63999,X97,0.023473998697478904
971316,X1489.655486,X97,0.019412531378474433
971316,X1492.68324,X97,0.014849290563456382
971316,X1495.723327,X97,0.010483034553975498
971316,X1498.775823,X97,0.006851959339582038
971316,X1501.840803,X97,0.004175013855311286
971316,X1504.918345,X97,0.002357616946778759
971316,X1508.008525,X97,0.0010688195081878635
971316,X1511.111422,X97,4.654532212905576e-5
971316,X1514.227115,X97,-7.527198728720756e-4
971316,X1517.355682,X97,-0.0012910809593835585
971316,X1520.497205,X97,-0.0014885945868346562
971316,X1523.651762,X97,-0.0013486331421029988
971316,X1526.819436,X97,-0.0010070555586082616
971316,X1530.000309,X97,-6.93252965955614e-4
971316,X1533.194463,X97,-6.338351368239833e-4
971316,X1536.401982,X97,-9.576481878906263e-4
971316,X1539.62295,X97,-0.0016608351739929523
971316,X1542.857451,X97,-0.0026054587152556353
971316,X1546.105571,X97,-0.0035977552041589122
971316,X1549.367396,X97,-0.004570676040185489
971316,X1552.643013,X97,-0.005588389745744601
971316,X1555.93251,X97,-0.006632012058284764
971316,X1559.235975,X97,-0.007552514673561697
971316,X1562.553497,X97,-0.00808185887254894
971316,X1565.885166,X97,-0.007918707430510683
971316,X1569.231074,X97,-0.0068719010579616525
971316,X1572.591311,X97,-0.004992305036630076
971316,X1575.965969,X97,-0.002617080274725361
971316,X1579.355142,X97,-2.7411429433322847e-4
971316,X1582.758923,X97,0.001413271938698498
971316,X1586.177408,X97,0.002007663511096704
971316,X1589.610691,X97,0.0014469436802414016
971316,X1593.05887,X97,-2.2151194785817886e-5
971316,X1596.52204,X97,-0.002054641684981829
971316,X1600.0003,X97,-0.004312932404115402
971316,X1603.49375,X97,-0.00656788831394072
971316,X1607.002488,X97,-0.008726343146412411
971316,X1610.526615,X97,-0.01079598899429008
971316,X1614.066232,X97,-0.012830860325899673
971316,X1617.621443,X97,-0.014901018946347724
971316,X1621.19235,X97,-0.017153820582309937
971316,X1624.779058,X97,-0.019607220411549386
971316,X1628.381671,X97,-0.02226562991111849
971316,X1632.000296,X97,-0.02509894426686077
971316,X1635.635039,X97,-0.027841362892157127
971316,X1639.286009,X97,-0.02998728781781964
971316,X1642.953314,X97,-0.030946742710084373
